"idx","feature_id","from","to","lon","lat","alt","order","Qi","MusK","MusX","Length","n","So","ChSlp","BtmWdth","NHDWaterbodyComID","time","site_no","Kchan","ascendingIndex","nCC","TopWdthCC","TopWdth"
25809,6689073,0,6689049,-96.62895965576172,46.7878303527832,278.5199890136719,5,0.0,3600.0,0.20000000298023224,6561.0,0.05000000074505806,9.999999747378752e-06,0.27211764454841614,16.270174026489258,-9999,"2000-01-01 00:00:00","05061500",0,1349895,0.10000000149011612,81.35086822509766,27.11695671081543
25825,7069743,0,7069741,-96.8267593383789,48.34243392944336,262.3399963378906,3,0.0,3600.0,0.20000000298023224,23854.0,0.054999999701976776,0.0010000000474974513,0.29844537377357483,13.197157859802246,-9999,"2000-01-01 00:00:00","05087500",0,1501266,0.10999999940395355,65.98579406738281,21.995264053344727
25911,14434913,0,14434593,-97.697021484375,48.171661376953125,317.75,5,0.0,3600.0,0.20000000298023224,21000.0,0.05000000074505806,0.0010000000474974513,0.28191086649894714,15.017143249511719,-9999,"2000-01-01 00:00:00","05084000",0,1506913,0.10000000149011612,75.0857162475586,25.02857208251953
26018,14278458,0,14278454,-99.9754867553711,47.69169235229492,479.2300109863281,4,0.0,3600.0,0.20000000298023224,13579.0,0.054999999701976776,9.999999747378752e-06,0.2804334759712219,15.197067260742188,-9999,"2000-01-01 00:00:00","05054500",0,1523730,0.10999999940395355,75.98533630371094,25.328445434570312
26136,14293899,0,14293913,-99.36561584472656,48.240272521972656,453.7300109863281,4,0.0,3600.0,0.20000000298023224,3092.0,0.054999999701976776,9.999999747378752e-06,0.3035343587398529,12.70095157623291,-9999,"2000-01-01 00:00:00","05056340",0,1350030,0.10999999940395355,63.5047607421875,21.16825294494629
26185,7083426,0,7083798,-96.67694854736328,48.734981536865234,286.760009765625,4,0.0,3600.0,0.20000000298023224,3177.0,0.054999999701976776,0.0010000000474974513,0.2671349346637726,16.96619987487793,-9999,"2000-01-01 00:00:00","05094000",0,1452157,0.10999999940395355,84.83100128173828,28.277000427246094
26326,7741644,0,7741626,-94.56706237792969,48.534996032714844,338.5299987792969,4,0.0,3600.0,0.20000000298023224,1350.0,0.054999999701976776,9.999999747378752e-06,0.2600623369216919,18.030115127563477,-9999,"2000-01-01 00:00:00","05134200",0,1452172,0.10999999940395355,90.15057373046875,30.05019187927246
26341,14269214,0,14269114,-98.12924194335938,47.232032775878906,405.95001220703125,4,0.0,3600.0,0.20000000298023224,6879.0,0.054999999701976776,0.0010000000474974513,0.25728467106819153,18.474353790283203,-9999,"2000-01-01 00:00:00","05057200",0,1511055,0.10999999940395355,92.37177276611328,30.790590286254883
26448,14434343,0,14434353,-97.3626708984375,48.28656768798828,247.05999755859375,5,0.0,3600.0,0.20000000298023224,1348.0,0.05000000074505806,0.0010000000474974513,0.26833686232566833,16.794431686401367,-9999,"2000-01-01 00:00:00","05085000",0,1350164,0.10000000149011612,83.97216033935547,27.990720748901367
26566,7027349,0,7026921,-96.39811706542969,47.114891052246094,299.239990234375,4,0.0,3600.0,0.20000000298023224,5058.0,0.054999999701976776,0.0020000000949949026,0.31001055240631104,12.107487678527832,-9999,"2000-01-01 00:00:00","05063398",0,1452186,0.10999999940395355,60.537445068359375,20.179147720336914
26629,14299851,0,14299733,-98.64810943603516,48.34552764892578,453.489990234375,4,0.0,3600.0,0.20000000298023224,6889.0,0.054999999701976776,9.999999747378752e-06,0.28670841455459595,14.453590393066406,-9999,"2000-01-01 00:00:00","05056200",0,1468741,0.10999999940395355,72.26795196533203,24.089317321777344
26650,6675856,0,6675702,-97.5068588256836,46.01327896118164,368.5799865722656,4,0.0,3600.0,0.20000000298023224,13205.0,0.054999999701976776,0.0010000000474974513,0.27948299050331116,15.31446647644043,-9999,"2000-01-01 00:00:00","05051600",0,1350270,0.10999999940395355,76.57233428955078,25.524110794067383
26800,14293805,0,14294069,-99.10403442382812,48.45423126220703,444.6700134277344,4,0.0,3600.0,0.20000000298023224,22940.0,0.054999999701976776,9.999999747378752e-06,0.27723458409309387,15.597440719604492,-9999,"2000-01-01 00:00:00","05056100",0,1487243,0.10999999940395355,77.9872055053711,25.99573516845703
26868,14042845,0,1090005910,-103.09815979003906,48.97613525390625,569.0900268554688,5,0.0,3600.0,0.20000000298023224,11700.0,0.05000000074505806,0.007000000216066837,0.23623771965503693,22.41725730895996,-9999,"2000-01-01 00:00:00","05113600",0,1501278,0.10000000149011612,112.08628845214844,37.36209487915039
27108,7086793,0,7086759,-95.74100494384766,48.794307708740234,317.6000061035156,5,0.0,3600.0,0.20000000298023224,862.0,0.05000000074505806,0.0010000000474974513,0.27507442235946655,15.876459121704102,-9999,"2000-01-01 00:00:00","05104500",0,1542418,0.10000000149011612,79.38229370117188,26.460765838623047
