"site_no","gage_lid","feature_id","action_stage","flood_stage","moderate_stage","major_stage","url","action_cfs","flood_cfs","moderate_cfs","major_cfs","action_cms","flood_cms","moderate_cms","major_cms"
2116500,"YADN7",9252852,18.0,18.0,25.0,29.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=rah&gage=yadn7",26642.69,26642.69,44151.21,57362.71,745.99532,745.99532,1236.23388,1606.15588
5116000,"FOXN8",14049217,1572.0,1573.0,1576.0,1578.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=bis&gage=foxn8","","","","","","","",""
13251000,"PRPI1",24166140,12.0,12.0,12.8,14.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=boi&gage=prpi1",17855.91,17855.91,20175.36,23771.02,499.96548,499.96548,564.91008,665.58856
4114498,"EAGM4",12242422,5.0,7.0,9.0,11.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=grr&gage=eagm4",299.28,934.31,1871.8,"",8.37984,26.16068,52.4104,""
1184000,"TMVC3",7700898,14.0,15.0,17.0,19.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=box&gage=tmvc3",69768.17,83198.74,112990.81,149922.84,1953.50876,2329.5647200000003,3163.74268,4197.8395199999995
5525000,"IRQI2",13454484,17.0,18.0,24.0,25.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lot&gage=irqi2",3028.15,3470.64,7682.29,8839.26,84.7882,97.17792,215.10412,247.49928
9473000,"ARVA3",15915969,10.8,12.8,15.8,16.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=twc&gage=arva3",8781.8,13399.46,24764.23,25689.0,245.89039999999997,375.18487999999996,693.39844,719.292
6342500,"BIWN8",14523623,12.5,14.5,16.0,18.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=bis&gage=biwn8",56856.47,73610.83,92700.0,130000.0,1591.98116,2061.10324,2595.6,3640.0
8192000,"UVLT2",10892689,10.0,11.0,15.0,17.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=uvlt2",7000.0,10500.0,45620.0,74200.0,196.0,294.0,1277.3600000000001,2077.6
5426000,"MILW3",13283852,5.0,7.0,9.0,10.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=mkx&gage=milw3",1589.84,2804.56,3814.35,4314.32,44.515519999999995,78.52768,106.8018,120.80095999999999
5540250,"BOLI2",14787007,18.0,19.5,21.0,23.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lot&gage=boli2",438.7,746.0,1088.65,1706.26,12.2836,20.888,30.482200000000002,47.77528
1529950,"CRNN6",8119227,21.0,29.0,30.0,36.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=crnn6",18001.39,84717.98,97008.37,168234.67,504.03892,2372.10344,2716.23436,4710.5707600000005
1467000,"PEBN4",4491898,2.3,2.5,3.5,4.2," https://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=pebn4",466.18,618.08,1427.7,1940.66,13.053040000000001,17.306240000000003,39.9756,54.338480000000004
5067500,"SHYM5",6696814,13.0,14.0,20.0,23.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=fgf&gage=shym5",1062.26,1289.13,3044.46,4631.75,29.74328,36.09564,85.24488000000001,129.689
5540095,"WRNI2",14786925,11.0,11.5,14.5,17.5," https://water.weather.gov/ahps2/hydrograph.php?wfo=lot&gage=wrni2",1131.74,1338.79,2625.42,4204.11,31.68872,37.48612,73.51176000000001,117.71508
3374000,"PTRI3",18471066,12.0,16.0,23.5,26.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=ptri3",18908.23,28260.14,66076.53,100806.44,529.43044,791.28392,1850.14284,2822.58032
6803555,"GRNN1",17405447,18.0,20.0,24.0,31.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=oax&gage=grnn1",13476.22,17193.79,26576.56,"",377.33416,481.42612,744.14368,""
3287500,"FFTK2",1825588,29.0,31.0,35.0,40.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lmk&gage=fftk2",72538.65,77613.44,88500.0,103003.29,2031.0821999999998,2173.17632,2478.0,2884.09212
2322500,"FWHF1",2161822,22.0,23.0,25.0,29.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=jax&gage=fwhf1","","","","","","","",""
11377100,"BDBC1",12068830,22.0,27.0,29.5,31.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=sto&gage=bdbc1",69174.59,95776.8,"","",1936.88852,2681.7504000000004,"",""
3029000,"RDYP1",6874893,11.0,16.0,18.0,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ctp&gage=rdyp1",4400.41,10020.58,13217.79,19070.61,123.21148,280.57624,370.09812000000005,533.97708
2398000,"SUMG1",15822875,12.0,14.0,17.0,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=sumg1",3090.0,4800.0,10103.2,18820.0,86.52,134.4,282.88960000000003,526.96
1059000,"AUBM1",6712623,11.0,13.0,19.0,22.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=gyx&gage=aubm1",33256.32,43688.26,72583.35,90089.11,931.17696,1223.2712800000002,2032.3338,2522.49508
7151500,"CBNK1",20987715,8.0,10.0,19.0,28.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ict&gage=cbnk1",3533.5,5558.58,24217.1,"",98.938,155.64024,678.0788,""
5586100,"VALI2",3598326,11.0,14.0,21.0,23.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lsx&gage=vali2",41550.0,54300.0,84500.0,94000.0,1163.4,1520.4,2366.0,2632.0
3069500,"PSNW2",3775993,15.1,18.5,21.5,23.5," https://water.weather.gov/ahps2/hydrograph.php?wfo=pbz&gage=psnw2",30760.28,49565.89,70299.27,"",861.28784,1387.84492,1968.37956,""
6135000,"ERNM8",12340828,8.5,9.5,11.0,13.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=tfx&gage=ernm8",7762.61,10412.89,15100.0,"",217.35308,291.56092,422.8,""
5100000,"NCEN8",14416871,16.0,18.0,19.0,20.5," https://water.weather.gov/ahps2/hydrograph.php?wfo=fgf&gage=ncen8",3543.04,4584.3,5216.92,6653.08,99.20512000000001,128.3604,146.07376,186.28624
3474000,"SMFV2",19751035,7.0,8.0,9.0,10.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=smfv2",7578.03,9511.04,11604.02,13849.16,212.18484,266.30912,324.91256000000004,387.77648
4243500,"NEIN6",22024054,10.0,11.0,13.0,15.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=nein6",2816.14,3273.42,4240.55,5587.38,78.85191999999999,91.65576,118.73540000000001,156.44664
4181500,"DCRI3",15671969,13.0,17.0,20.0,24.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=iwx&gage=dcri3",2150.12,3675.14,5986.24,10546.99,60.203359999999996,102.90392,167.61472,295.31572
10136500,"GATU1",10274616,16.0,17.0,18.0,19.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=slc&gage=gatu1",3581.92,4600.22,"","",100.29376,128.80616,"",""
1605500,"FKLW2",8423458,6.0,7.0,9.0,11.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=fklw2",2850.0,4798.43,9127.74,13771.61,79.8,134.35604,255.57672,385.60508000000004
5388250,"DCHI4",13336508,11.0,14.0,17.0,19.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=arx&gage=dchi4",3550.11,8096.36,14447.39,19792.52,99.40308,226.69808,404.52692,554.19056
7182390,"NEOK1",20931078,17.0,22.0,23.0,44.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=top&gage=neok1",12458.61,18256.03,20375.3,"",348.84108000000003,511.16884,570.5083999999999,""
7343200,"TLCT2",1129533,19.5,20.0,26.0,27.5," https://water.weather.gov/ahps2/hydrograph.php?wfo=shv&gage=tlct2",4098.15,4449.99,25044.5,50684.12,114.7482,124.59971999999999,701.246,1419.1553600000002
5402000,"BBCW3",14706344,10.0,12.0,15.9,16.6," https://water.weather.gov/ahps2/hydrograph.php?wfo=grb&gage=bbcw3",1893.76,3004.91,7986.83,9343.61,53.02528,84.13748,223.63124,261.62108
9486500,"CSCA3",15903137,17.2,18.5,19.5,20.7," https://water.weather.gov/ahps2/hydrograph.php?wfo=twc&gage=csca3",21266.06,30270.2,38447.53,49752.52,595.4496800000001,847.5656,1076.53084,1393.07056
9257000,"LSDW4",18276331,8.5,9.5,10.5,11.5," https://water.weather.gov/ahps2/hydrograph.php?wfo=cys&gage=lsdw4",4263.81,"","","",119.38668000000001,"","",""
6819500,"MYVM7",3723311,13.0,18.0,23.0,28.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=eax&gage=myvm7",3138.39,8250.07,15802.92,"",87.87492,231.00196,442.48176,""
6336000,"MDAN8",14567692,13.0,15.0,18.0,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=bis&gage=mdan8",11136.21,16106.32,25620.99,33417.84,311.81388,450.97696,717.3877200000001,935.6995199999999
2153200,"BBGS1",12035605,13.0,16.0,22.0,25.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=bbgs1",19136.2,26927.17,45067.25,55287.4,535.8136000000001,753.9607599999999,1261.883,1548.0472
2336000,"VING1",2048241,12.0,14.0,18.0,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=ving1",14800.0,17600.0,24260.0,29280.0,414.40000000000003,492.8,679.28,819.84
7308200,"VERT2",14003839,13.0,15.0,17.0,19.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=vert2",6975.43,12297.3,"","",195.31204000000002,344.32439999999997,"",""
2437000,"AMYM6",18697191,19.0,20.0,25.0,33.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=meg&gage=amym6",14974.23,17536.69,35950.0,121400.0,419.27844,491.02732,1006.6,3399.2000000000003
6856600,"CYCK1",5926514,10.0,15.0,21.0,28.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=top&gage=cyck1",1738.72,6367.71,18965.44,"",48.68416,178.29588,531.03232,""
8159500,"SMIT2",5790058,10.0,20.0,23.0,28.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=smit2",11494.67,35067.26,43803.92,59219.75,321.85076000000004,981.8832800000001,1226.50976,1658.153
6465500,"VRDN1",11645823,6.0,7.0,9.0,10.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=oax&gage=vrdn1",24318.14,35278.25,"","",680.90792,987.791,"",""
5455500,"KALI4",11918423,13.0,14.0,16.0,18.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=dvn&gage=kali4",3676.37,4300.0,6000.0,9200.0,102.93836,120.4,168.0,257.6
10310000,"WOOC1",8924041,13.0,14.0,14.5,15.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=rev&gage=wooc1",804.71,1946.45,3182.82,5315.77,22.53188,54.500600000000006,89.11896,148.84156000000002
4286000,"MONV1",4577918,11.0,15.0,16.0,17.5," https://water.weather.gov/ahps2/hydrograph.php?wfo=btv&gage=monv1",7284.64,11115.0,12047.07,13430.03,203.96992,311.22,337.31795999999997,376.04084
6774000,"DNCN1",7301400,7.0,8.0,9.0,10.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=oax&gage=dncn1",14461.96,20000.0,"","",404.93487999999996,560.0,"",""
8104500,"LRIT2",5592244,28.0,30.0,40.0,46.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=lrit2",13813.25,14916.96,43687.68,"",386.771,417.67488,1223.25504,""
8065000,"LOLT2",1453127,30.0,35.0,40.0,45.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=lolt2",19830.14,25347.76,32818.01,51749.5,555.24392,709.7372799999999,918.9042800000001,1448.986
6899500,"TTZM7",5140789,24.0,27.0,31.0,34.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=eax&gage=ttzm7",18378.92,27098.81,50222.47,100764.51,514.6097599999999,758.7666800000001,1406.22916,2821.4062799999997
8183200,"FLVT2",3836053,21.0,27.0,33.0,42.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=flvt2",5543.67,9328.51,14338.11,23667.28,155.22276,261.19828,401.46708,662.68384
2052000,"EPOV2",8742283,13.0,23.0,25.0,27.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=akq&gage=epov2",2032.92,11586.33,16027.16,21577.97,56.921760000000006,324.41724,448.76048000000003,604.18316
2368500,"MHDF1",896891,10.0,14.0,16.0,24.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=mhdf1",556.67,1818.95,2831.49,8953.19,15.58676,50.930600000000005,79.28171999999999,250.68932
3209500,"PKYK2",887151,28.0,35.0,42.0,50.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=jkl&gage=pkyk2",17976.91,26145.93,35688.29,"",503.35348,732.08604,999.2721200000001,""
1379000,"MILN4",6250860,7.0,8.0,9.0,9.8," https://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=miln4",559.98,960.15,1428.83,1853.06,15.679440000000001,26.8842,40.007239999999996,51.88568
6799350,"WPNN1",17262319,10.0,12.0,16.0,18.7," https://water.weather.gov/ahps2/hydrograph.php?wfo=oax&gage=wpnn1",8952.95,17134.28,"","",250.68260000000004,479.75984,"",""
6043500,"GLGM8",3855315,5.0,6.0,7.0,7.5," https://water.weather.gov/ahps2/hydrograph.php?wfo=tfx&gage=glgm8",4957.94,7244.98,"","",138.82232,202.85943999999998,"",""
8144500,"MNRT2",5747704,12.0,18.0,22.0,26.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=sjt&gage=mnrt2",11068.77,43890.69,112356.24,"",309.92556,1228.9393200000002,3145.97472,""
2110704,"CNWS1",9071758,10.0,11.0,12.0,14.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ilm&gage=cnws1","","","",12246.94,"","","",342.91432000000003
8044000,"BRPT2",1305635,11.0,12.0,14.0,16.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=brpt2",2989.0,5003.07,12622.49,31390.89,83.69200000000001,140.08596,353.42972,878.94492
1463500,"TREN4",2590277,17.0,20.0,23.0,25.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=tren4",86378.19,136096.33,193137.96,234836.28,2418.58932,3810.6972399999995,5407.86288,6575.41584
5418500,"MAQI4",13375649,23.0,24.0,26.0,28.5," https://water.weather.gov/ahps2/hydrograph.php?wfo=dvn&gage=maqi4",12726.73,14286.45,17652.34,22510.64,356.34844,400.0206,494.26552000000004,630.29792
8062000,"CNLT2",1293094,16.0,18.0,20.0,22.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=cnlt2",13028.82,15298.67,18391.98,23331.18,364.80696,428.36276000000004,514.97544,653.27304
8040600,"TBFT2",1111453,64.0,68.0,72.0,82.5," https://water.weather.gov/ahps2/hydrograph.php?wfo=lch&gage=tbft2",14175.88,18904.7,24155.66,"",396.92464,529.3316,676.35848,""
8210000,"THET2",3168766,20.0,25.0,27.0,35.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=crp&gage=thet2",3110.26,4623.81,5389.82,11373.27,87.08728,129.46668000000003,150.91496,318.45156000000003
3301500,"BSNK2",10302643,33.0,35.0,42.0,45.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lmk&gage=bsnk2",13040.74,15174.55,26127.13,32185.85,365.14072,424.8874,731.5596400000001,901.2038
1516350,"MFDP1",8112301,9.0,12.0,13.0,14.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ctp&gage=mfdp1",7479.17,12385.93,15490.16,19786.08,209.41676,346.80604,433.72448,554.0102400000001
1117500,"WODR1",6141084,4.5,5.0,6.5,8.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=box&gage=wodr1",660.34,808.6,1266.86,1761.63,18.489520000000002,22.640800000000002,35.47208,49.32564000000001
7065495,"ALYM7",7518879,5.3,9.0,12.0,16.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=sgf&gage=alym7",1799.03,6955.28,14049.66,32701.24,50.372840000000004,194.74784,393.39048,915.63472
2473500,"LURM6",18131446,12.0,13.0,16.5,19.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=jan&gage=lurm6",2031.64,2540.59,5675.85,10306.34,56.885920000000006,71.13652,158.9238,288.57752
1610000,"PAWW2",8431820,22.5,25.0,28.0,32.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=paww2",40999.31,49640.25,60826.88,77063.28,1147.98068,1389.9270000000001,1703.15264,2157.77184
4271500,"CZRN6",9525609,8.0,9.0,10.0,12.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=btv&gage=czrn6",4408.89,5515.18,6713.89,9372.47,123.44892000000002,154.42504000000002,187.98892,262.42915999999997
9516500,"HAMA3",20403949,15.0,17.0,18.0,19.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=psr&gage=hama3",19360.52,32602.73,40558.94,48579.77,542.09456,912.87644,1135.6503200000002,1360.23356
3531500,"JNSV2",22539818,15.0,18.0,30.0,35.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=mrx&gage=jnsv2",9036.41,11453.45,26388.05,35780.83,253.01948,320.69660000000005,738.8654,1001.86324
2475000,"MCLM6",18134412,13.0,18.0,24.0,28.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=mob&gage=mclm6",11431.22,20132.6,37211.48,68397.23,320.07416,563.7128,1041.92144,1915.1224399999999
3281500,"BOOK2",503758,21.5,27.0,32.0,38.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=jkl&gage=book2",10931.86,15921.09,22770.5,33387.53,306.09208,445.79052,637.5740000000001,934.85084
7299540,"CHLT2",13956737,10.0,10.0,14.0,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lub&gage=chlt2",6709.72,6709.72,"","",187.87216,187.87216,"",""
3016000,"WHKP1",10220190,10.7,14.0,16.0,17.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=pbz&gage=whkp1",38022.66,65894.1,86000.0,98000.0,1064.6344800000002,1845.0348000000001,2408.0,2744.0
3150500,"BEVO1",15383305,26.0,29.0,34.0,40.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=rlx&gage=bevo1",34400.0,46687.61,72500.0,115000.0,963.2,1307.25308,2030.0,3220.0
3275600,"ABTI3",3922037,11.0,14.0,18.0,22.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=iln&gage=abti3",5718.61,10716.07,"","",160.12108,300.04996,"",""
5569500,"LNMI2",13584750,13.0,15.0,21.0,24.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ilx&gage=lnmi2",4684.31,5921.11,13996.3,22991.64,131.16068,165.79108,391.89639999999997,643.76592
11160500,"BTEC1",17682474,14.0,16.5,19.5,21.76," https://water.weather.gov/ahps2/hydrograph.php?wfo=mtr&gage=btec1",5247.49,7833.23,11649.46,15034.71,146.92972,219.33043999999998,326.18487999999996,420.97188
6893500,"KCCM7",4392705,28.0,34.0,40.0,42.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=eax&gage=kccm7",12852.92,20372.39,35376.1,43048.73,359.88176,570.42692,990.5308,1205.36444
5486490,"IDNI4",22253619,15.5,19.5,22.5,24.5," https://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=idni4",4324.07,7981.24,11393.75,14908.15,121.07396,223.47472,319.02500000000003,417.4282
3373500,"SHLI3",18445710,10.0,20.0,25.0,30.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=shli3",15008.41,31000.0,42957.73,61000.0,420.23548,868.0,1202.81644,1708.0
7157500,"ENWK1",21086452,6.0,6.5,8.0,10.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ddc&gage=enwk1",181.61,242.79,509.58,"",5.0850800000000005,6.79812,14.26824,""
9315000,"GRVU1",4931276,14.0,15.0,17.0,18.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=slc&gage=grvu1",31533.37,36397.91,46747.25,52212.88,882.93436,1019.1414800000001,1308.923,1461.96064
3325000,"WABI3",18508640,10.0,14.0,19.0,23.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=iwx&gage=wabi3",6225.14,11353.73,20339.83,38445.8,174.30392,317.90444,569.5152400000001,1076.4824
1200500,"GAYC3",7713698,7.0,8.0,10.0,15.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=aly&gage=gayc3",6389.27,8456.84,13510.62,31459.62,178.89956,236.79152000000002,378.29736,880.86936
3341500,"HUFI3",10286212,9.0,14.0,22.0,28.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=hufi3",15116.35,25200.0,61400.0,132419.94,423.25780000000003,705.6,1719.2,3707.7583200000004
7177500,"SPEO2",847292,21.0,21.0,24.0,29.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=tsa&gage=speo2",11002.2,11002.2,14066.92,25120.0,308.0616,308.0616,393.87376,703.36
8066250,"GRIT2",1487840,33.0,36.0,38.0,41.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=grit2",52360.0,61543.41,68000.0,79113.46,1466.08,1723.21548,1904.0,2215.1768800000004
12390700,"PRCM8",22976274,6.5,7.5,8.0,9.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=mso&gage=prcm8",2307.65,3099.07,3546.57,4549.1,64.61420000000001,86.77396,99.30396,127.37480000000001
3010500,"ELRP1",8974256,17.0,23.0,25.0,27.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ctp&gage=elrp1",9775.23,24724.01,35079.89,51297.61,273.70644,692.27228,982.23692,1436.33308
8068800,"CCGT2",1509175,119.0,122.0,124.0,125.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=ccgt2",3313.83,6751.97,12817.17,17777.03,92.78724,189.05516,358.88076,497.75683999999995
1154000,"SAXV1",10102844,8.0,10.0,12.0,15.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=aly&gage=saxv1",2980.0,5166.5,7820.0,12601.55,83.44,144.662,218.96,352.8434
2397410,"CTWG1",15824181,13.0,15.0,16.0,18.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=ctwg1",2750.0,3900.0,4700.0,6799.95,77.0,109.2,131.6,190.3986
1177000,"INDM3",7692453,11.0,12.0,16.0,18.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=box&gage=indm3",8250.3,10177.8,19900.0,26200.0,231.0084,284.97839999999997,557.2,733.6
2171700,"JAMS1",9660602,9.0,10.0,17.0,22.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=chs&gage=jams1","","",41747.33,86753.91,"","",1168.92524,2429.10948
3176500,"GLLV2",6908699,12.0,15.0,16.0,18.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=gllv2",48839.36,74521.77,84073.33,104604.91,1367.50208,2086.6095600000003,2354.05324,2928.93748
2334885,"SWEG1",2044955,7.0,8.0,11.0,14.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=sweg1",800.0,1054.33,3565.06,9600.31,22.400000000000002,29.52124,99.82168,268.80868
8197500,"UDET2",10646917,10.0,12.0,15.0,17.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=udet2",8392.65,14296.52,26500.0,37028.92,234.9942,400.30256,742.0,1036.8097599999999
3527000,"SFYV2",14640581,16.0,18.0,28.0,32.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=mrx&gage=sfyv2",16641.05,19895.46,40144.59,59728.49,465.94939999999997,557.0728799999999,1124.0485199999998,1672.39772
9050700,"BLRC2",1312847,3.5,4.0,5.5,7.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=bou&gage=blrc2",1560.55,2001.55,"","",43.6954,56.0434,"",""
3196800,"CLYW2",19325043,16.0,18.0,20.0,29.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=rlx&gage=clyw2",19662.85,23758.51,28150.0,54740.78,550.5598,665.2382799999999,788.2,1532.74184
5506350,"PMZM7",5039176,15.0,17.0,22.0,26.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lsx&gage=pmzm7",2535.11,3613.71,10085.59,21979.78,70.98308,101.18388,282.39652,615.43384
1139000,"WLRV1",4573927,5.0,6.0,8.0,9.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=btv&gage=wlrv1",1454.66,2245.52,4097.53,5135.99,40.73048,62.87456,114.73084,143.80772
8175800,"CUET2",1637447,19.0,24.0,33.0,37.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=cuet2",8438.91,14402.57,33759.23,51950.47,236.28948,403.27196,945.2584400000001,1454.61316
2414500,"WDLA1",22042575,13.0,13.0,20.0,30.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=bmx&gage=wdla1",19532.56,19532.56,37633.14,84365.7,546.91168,546.91168,1053.72792,2362.2396
5451770,"TMAI4",17541397,11.0,12.5,13.0,14.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=tmai4",7248.28,11203.42,13332.32,18521.16,202.95184,313.69576,373.30496,518.59248
12302055,"FISM8",22893139,7.0,7.5,8.5,10.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=mso&gage=fism8",3468.3,4374.17,6623.23,"",97.11240000000001,122.47676,185.45044,""
2320000,"LURF1",2230497,34.0,35.0,42.0,48.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=lurf1",19392.99,20753.87,31009.45,49673.51,543.00372,581.10836,868.2646000000001,1390.8582800000001
8036500,"ALOT2",1150499,28.5,29.0,31.0,33.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=shv&gage=alot2",7634.44,10100.23,25648.21,40928.62,213.76432,282.80644,718.1498799999999,1146.0013600000002
9211200,"GBFW4",18312556,15.5,16.5,17.5,18.5," https://water.weather.gov/ahps2/hydrograph.php?wfo=riw&gage=gbfw4",7962.51,10331.54,13024.66,"",222.95028000000002,289.28312000000005,364.69048,""
6052500,"LOGM8",3850885,8.0,9.0,10.0,11.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=tfx&gage=logm8",4883.07,6860.52,"","",136.72596,192.09456000000003,"",""
1091500,"GFFN3",6741094,7.0,9.0,10.0,12.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=gyx&gage=gffn3",2024.0,4314.76,5770.0,9290.0,56.672000000000004,120.81328,161.56,260.12
14243000,"CASW1",24248512,46.0,48.0,54.0,57.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=pqr&gage=casw1",50271.24,58500.0,93750.74,115126.66,1407.59472,1638.0,2625.02072,3223.54648
3404000,"WLBK2",10192166,17.0,21.0,27.5,32.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=jkl&gage=wlbk2",15394.64,21200.0,31127.78,39000.0,431.04992,593.6,871.57784,1092.0
13052200,"DGGI1",24472100,3.8,4.2,6.0,7.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=pih&gage=dggi1",1373.64,1668.05,3250.0,"",38.461920000000006,46.7054,91.0,""
5290000,"PVRS2",4073636,16.0,17.0,22.0,24.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=abr&gage=pvrs2",1417.84,1795.42,4563.55,"",39.69952,50.27176,127.77940000000001,""
1118000,"HOPR1",6140122,4.5,5.0,7.0,9.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=box&gage=hopr1",620.0,760.0,1450.0,2370.0,17.36,21.28,40.6,66.36
7020500,"CHSI2",5089904,25.0,27.0,35.0,40.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lsx&gage=chsi2",384794.52,421537.38,588600.0,734947.83,10774.246560000001,11803.04664,16480.8,20578.53924
