"site_no","gage_lid","feature_id","action_stage","flood_stage","moderate_stage","major_stage","url","action_cfs","flood_cfs","moderate_cfs","major_cfs","action_cms","flood_cms","moderate_cms","major_cms"
6911490,"LNDK1",10116456,5.0,10.0,16.0,24.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=top&gage=lndk1",1948.18,4482.72,12974.18,"",54.549040000000005,125.51616000000001,363.27704,""
1480000,"RCCD1",4651912,5.5,7.0,8.5,10.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=rccd1",1199.88,2090.0,3157.29,4410.0,33.59664,58.52,88.40412,123.48
8128400,"TKST2",5707852,16.0,18.0,22.0,28.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=sjt&gage=tkst2",4825.38,6690.26,11245.07,"",135.11064000000002,187.32728,314.86196,""
5484650,"DMWI4",6610248,34.0,36.0,38.0,40.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=dmwi4",17266.62,24046.92,32082.69,41567.1,483.46536,673.31376,898.3153199999999,1163.8788
5585500,"MROI2",3598258,14.0,17.0,22.0,24.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lsx&gage=mroi2",44300.0,56000.0,78000.0,88000.0,1240.4,1568.0,2184.0,2464.0
3282120,"RAVK2",868036,17.0,21.0,25.0,31.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=jkl&gage=ravk2",14932.73,30711.66,41705.25,54704.67,418.11644,859.92648,1167.747,1531.73076
3604400,"LBVT1",19503182,10.0,14.0,18.0,22.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ohx&gage=lbvt1",5320.97,11844.6,23247.47,44097.34,148.98716000000002,331.6488,650.92916,1234.72552
5436500,"BROW3",13425947,4.5,5.0,8.0,10.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=mkx&gage=brow3",1537.51,1788.14,3636.83,"",43.05028,50.06792,101.83124,""
5554500,"PNTI2",13618713,13.0,14.0,15.0,18.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lot&gage=pnti2",7041.2,7957.41,8905.18,11923.89,197.1536,222.80748,249.34504,333.86892
6809500,"RDOI4",19166807,16.0,18.0,22.0,27.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=oax&gage=rdoi4",9118.17,12569.24,21359.28,39892.39,255.30876,351.93872,598.05984,1116.98692
1125500,"PUTC3",6148535,7.5,9.5,12.0,15.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=box&gage=putc3",3425.83,5731.75,"","",95.92324,160.489,"",""
6600500,"JMEI4",17240094,24.0,26.0,30.0,34.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=fsd&gage=jmei4",11937.78,14408.65,24705.02,56186.01,334.25784000000004,403.4422,691.7405600000001,1573.20828
8276500,"TJBN5",17864594,9.0,10.0,12.0,15.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=tjbn5",7965.81,"","","",223.04268000000002,"","",""
4096405,"BURM4",12255418,6.0,6.5,9.0,11.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=grr&gage=burm4",575.69,821.89,"","",16.119320000000002,23.01292,"",""
5481300,"STRI4",6595152,14.0,21.0,25.0,27.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=stri4",13903.59,31864.94,44960.03,52198.26,389.30052,892.21832,1258.88084,1461.5512800000001
6339100,"MNGN8",16247217,13.0,15.0,17.0,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=bis&gage=mngn8",1003.66,1671.22,"","",28.10248,46.794160000000005,"",""
6752260,"POUC2",2900003,9.0,10.5,11.5,13.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=bou&gage=pouc2",4866.97,6827.79,8339.65,"",136.27516,191.17812,233.5102,""
5465500,"WAPI4",11919825,18.5,20.0,22.0,25.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=dvn&gage=wapi4",23311.61,29740.2,39344.19,58293.53,652.72508,832.7256,1101.63732,1632.21884
3431000,"ANTT1",18408486,12.0,14.0,17.0,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ohx&gage=antt1",4483.65,6464.62,10400.0,17079.3,125.5422,181.00936,291.2,478.2204
5463000,"NHRI4",22471721,11.0,12.5,14.0,15.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=nhri4",4250.26,7717.08,13098.43,18055.87,119.00728000000001,216.07824,366.75604000000004,505.56435999999997
3436100,"PORT1",10169834,25.0,30.0,38.0,40.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ohx&gage=port1",13855.78,18764.73,31632.59,35998.87,387.96184000000005,525.41244,885.71252,1007.9683600000001
8030500,"DWYT2",8331804,23.0,24.0,26.0,28.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lch&gage=dwyt2",8800.7,13793.21,45739.46,86057.37,246.41960000000003,386.20988,1280.70488,2409.6063599999998
8013000,"GLML1",15085941,12.0,12.0,16.0,18.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lch&gage=glml1",1093.69,1093.69,9590.46,20877.02,30.623320000000003,30.623320000000003,268.53288,584.55656
2374700,"BWMA1",2413350,17.0,22.0,25.0,29.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=mob&gage=bwma1",3523.62,8974.94,14267.58,"",98.66136,251.29832000000002,399.49224,""
1421000,"FSHN6",1752137,11.0,13.0,16.0,18.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=fshn6",15220.93,22975.6,37403.06,48849.19,426.18604,643.3168,1047.28568,1367.7773200000001
8070200,"NCET2",1520083,54.5,58.0,62.0,69.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=ncet2",1700.39,2986.45,5662.82,19772.22,47.61092000000001,83.6206,158.55895999999998,553.62216
6814500,"HBLN1",19153015,26.0,28.0,29.5,31.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=oax&gage=hbln1",29200.0,35386.66,40500.08,46031.43,817.6,990.8264800000002,1134.00224,1288.88004
7176500,"AVTO2",847886,17.0,17.0,21.0,26.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=tsa&gage=avto2",15109.32,15109.32,19460.61,24909.21,423.06096,423.06096,544.8970800000001,697.45788
2112250,"ELKN7",9249426,16.0,18.0,21.0,25.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=elkn7",14306.59,17100.0,23194.7,37000.0,400.58452,478.8,649.4516,1036.0
9361500,"DRGC2",17014841,7.0,8.0,9.0,10.5," https://water.weather.gov/ahps2/hydrograph.php?wfo=gjt&gage=drgc2",7652.7,"","","",214.2756,"","",""
7237500,"WDGO2",388800,8.0,9.0,11.0,12.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=wdgo2",701.99,1092.53,2824.87,4912.72,19.655720000000002,30.59084,79.09636,137.55616
1086000,"DAVN3",6761776,6.0,8.0,10.0,12.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=gyx&gage=davn3",823.76,2312.4,4670.26,7964.36,23.06528,64.7472,130.76728,223.00208
5116500,"DESN8",14186076,1650.0,1651.0,1653.0,1654.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=bis&gage=desn8","","","","","","","",""
5434500,"MTNW3",13411154,9.5,13.5,18.0,21.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=mkx&gage=mtnw3",1644.33,2280.66,5334.69,8893.41,46.04124,63.85848,149.37132,249.01548
2299950,"MKHF1",16877194,9.5,11.0,15.0,17.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=tbw&gage=mkhf1",431.63,658.99,2220.67,4227.49,12.08564,18.45172,62.178760000000004,118.36972
6921600,"URHM7",2335475,21.0,24.0,26.0,33.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=eax&gage=urhm7",4830.94,7545.65,10689.83,"",135.26631999999998,211.2782,299.31524,""
7327550,"NKHO2",687397,15.0,20.0,22.0,24.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=nkho2",2605.46,4266.65,4962.72,5700.0,72.95288000000001,119.46619999999999,138.95616,159.6
2477000,"ENSM6",18178477,24.0,25.0,30.0,41.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=jan&gage=ensm6",9368.75,10172.45,17138.04,43793.08,262.325,284.82860000000005,479.86512000000005,1226.20624
6863500,"HYSK1",7318204,17.0,26.0,29.0,32.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ddc&gage=hysk1",1397.48,"","","",39.12944,"","",""
11530500,"KLMC1",4438356,30.0,38.0,42.0,46.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=eka&gage=klmc1",131523.49,218692.34,269328.62,324494.2,3682.6577199999997,6123.38552,7541.20136,9085.8376
7316500,"CHYO2",3141592,12.0,13.5,15.0,17.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=chyo2",629.31,1292.57,3106.13,8062.72,17.62068,36.19196,86.97164000000001,225.75616000000002
6806500,"UION1",7312223,23.0,25.0,28.0,30.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=oax&gage=uion1",6724.3,9006.52,19017.71,38457.89,188.28040000000001,252.18256000000002,532.4958799999999,1076.8209200000001
7061500,"ANNM7",7667476,6.0,8.0,15.0,25.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lsx&gage=annm7",1882.06,4482.88,22047.26,85455.16,52.69768,125.52064,617.32328,2392.7444800000003
8045850,"WEAT2",1268504,13.0,15.0,18.0,21.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=weat2",1376.47,2574.65,"","",38.541160000000005,72.09020000000001,"",""
8398500,"DAYN5",22423332,16.0,20.0,22.0,25.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=maf&gage=dayn5","","","","","","","",""
3040000,"FDLP1",4753658,15.0,19.0,22.0,25.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ctp&gage=fdlp1",29300.0,48982.79,67934.79,"",820.4,1371.51812,1902.17412,""
1372500,"WAPN6",6212050,7.0,8.0,10.0,14.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=aly&gage=wapn6",2300.16,3162.02,5189.09,10094.19,64.40447999999999,88.53656,145.29452,282.63732000000005
3023100,"MEDP1",9053093,11.0,14.0,16.0,17.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=cle&gage=medp1",7062.21,12331.0,16600.0,18835.66,197.74188,345.26800000000003,464.8,527.3984800000001
10109000,"LGNU1",664424,5.0,5.0,5.5,6.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=slc&gage=lgnu1",1371.9,1371.9,"","",38.4132,38.4132,"",""
8094800,"HICT2",5530672,22.0,24.0,27.0,30.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=hict2",14865.21,19438.49,"","",416.22587999999996,544.27772,"",""
5517530,"KTSI3",13437773,10.5,11.0,13.0,14.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lot&gage=ktsi3",3312.22,3580.58,4731.37,5351.4,92.74216,100.25624,132.47836,149.8392
9424450,"WKPA3",21403895,12.0,16.0,17.0,18.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=vef&gage=wkpa3",14232.43,43571.91,51672.45,60008.13,398.50804,1220.01348,1446.8286,1680.22764
7346000,"JFET2",1017893,20.0,20.0,21.0,22.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=shv&gage=jfet2",3403.66,3403.66,4317.3,"",95.30248,95.30248,120.88440000000001,""
8073700,"PPTT2",1439377,49.0,52.0,57.0,60.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=pptt2",6101.87,8079.29,14673.79,20972.86,170.85236,226.22012,410.86612,587.24008
5431486,"CLIW3",13295630,6.0,8.0,10.0,12.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=mkx&gage=cliw3",771.47,1818.03,3525.37,5873.8,21.60116,50.90484,98.71036,164.46640000000002
6819185,"BDFI4",3722745,19.0,24.0,25.0,26.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=bdfi4",3127.41,8505.1,9896.76,"",87.56748,238.14280000000002,277.10928,""
7133000,"LMAC2",1596083,9.0,11.0,13.0,15.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=pub&gage=lmac2",993.03,1902.07,"","",27.80484,53.25796,"",""
6883000,"DWEN1",18767596,8.0,10.0,16.0,17.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=gid&gage=dwen1",2094.18,3735.22,18000.0,"",58.63704,104.58615999999999,504.0,""
2330000,"BLXF1",10366208,16.0,20.0,23.0,27.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=blxf1",6198.09,13342.39,27336.68,61008.45,173.54652000000002,373.58691999999996,765.42704,1708.2366
1350101,"GBRN6",3247458,15.0,17.0,19.0,22.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=aly&gage=gbrn6",4464.9,9123.59,16285.07,30815.64,125.01719999999999,255.46052,455.98196,862.83792
7300500,"MGMO2",13533405,8.0,9.0,11.0,13.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=mgmo2",2481.57,3414.98,6601.35,15392.1,69.48396000000001,95.61944,184.83780000000002,430.97880000000004
6885500,"FKFK1",2277053,14.0,19.0,27.5,40.5," https://water.weather.gov/ahps2/hydrograph.php?wfo=top&gage=fkfk1",2602.17,4397.99,14924.26,"",72.86076,123.14372,417.87928,""
7338500,"IDBO2",618952,29.0,30.0,32.0,34.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=shv&gage=idbo2",13803.44,14915.25,22178.63,47859.44,386.49632,417.627,621.0016400000001,1340.0643200000002
11159000,"AROC1",17663281,25.0,32.0,32.5,33.1," https://water.weather.gov/ahps2/hydrograph.php?wfo=mtr&gage=aroc1",7383.46,17967.85,19516.04,21513.32,206.73688,503.09979999999996,546.44912,602.37296
7336820,"DEKT2",9544021,23.5,24.0,27.0,30.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=shv&gage=dekt2",54435.2,57221.96,75792.23,98280.08,1524.1856,1602.21488,2122.18244,2751.84224
7170500,"IDPK1",21796329,28.0,30.0,47.6,53.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ict&gage=idpk1",20709.13,22614.75,95735.31,159314.71,579.85564,633.213,2680.58868,4460.81188
3488000,"SALV2",19761976,8.0,10.0,12.0,14.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=salv2",6155.15,8701.34,11555.5,14661.75,172.3442,243.63752,323.55400000000003,410.529
3379500,"CLAI2",10434608,15.0,18.0,22.0,25.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ilx&gage=clai2",2112.36,3244.4,15761.63,35500.0,59.146080000000005,90.84320000000001,441.32563999999996,994.0
2019500,"BNNV2",8523653,11.0,17.0,21.0,26.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=bnnv2",16506.71,32566.04,45066.41,62432.23,462.18788,911.8491200000001,1261.85948,1748.1024400000001
6895000,"RICM7",4386317,14.0,20.0,21.0,29.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=eax&gage=ricm7",1023.36,2284.98,2632.79,"",28.65408,63.979440000000004,73.71812,""
4218000,"RAPN6",15567933,10.0,12.0,14.0,16.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=buf&gage=rapn6",3191.34,4109.16,5133.63,6237.1,89.35752000000001,115.05648,143.74164000000002,174.6388
8127000,"BAMT2",5656750,6.0,7.0,10.0,14.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=sjt&gage=bamt2",3309.35,6171.5,24801.48,49078.53,92.6618,172.802,694.4414400000001,1374.19884
5515500,"DAVI3",13433513,9.0,10.0,12.0,13.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=iwx&gage=davi3",1049.68,1278.74,1775.84,2042.27,29.391040000000004,35.80472,49.72352,57.18356
9504500,"OACA3",20454478,7.0,8.0,12.0,18.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=fgz&gage=oaca3",2271.73,3272.15,9853.2,22711.88,63.60844,91.62020000000001,275.88960000000003,635.93264
8065350,"CRKT2",1484774,35.0,41.0,45.0,48.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=crkt2",30002.99,39848.84,54508.69,87930.35,840.0837200000001,1115.7675199999999,1526.24332,2462.0498000000002
11348500,"CNBC1",7932045,7.5,8.5,9.0,10.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=mfr&gage=cnbc1",2532.99,3419.45,3935.22,5056.66,70.92371999999999,95.74459999999999,110.18616,141.58648
7203000,"DAWN5",20066137,9.0,9.0,13.0,16.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=dawn5",2800.66,2800.66,8277.7,"",78.41848,78.41848,231.77560000000003,""
6784000,"SMIN1",17356815,6.5,7.5,12.0,15.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=gid&gage=smin1",3177.91,4623.72,"","",88.98148,129.46416000000002,"",""
3431060,"WBNT1",18408240,12.0,14.0,17.0,21.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ohx&gage=wbnt1",7130.68,10240.92,16298.49,27370.91,199.65904,286.74576,456.35772000000003,766.38548
2486000,"JACM6",15758318,24.0,28.0,33.0,36.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=jan&gage=jacm6",14551.65,21200.07,35589.23,50134.75,407.4462,593.60196,996.4984400000001,1403.7730000000001
1509000,"CRTN6",9422095,7.0,8.0,10.0,12.5," https://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=crtn6",2693.31,3648.97,6144.3,10408.28,75.41268,102.17116,172.0404,291.43184
4166500,"DETM4",10850144,13.0,15.0,18.0,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=dtx&gage=detm4",1011.46,1922.76,4092.88,5702.91,28.320880000000002,53.83728,114.60064,159.68148
1081500,"FRJN3",6741776,14.0,16.0,22.0,28.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=gyx&gage=frjn3",18148.8,22792.16,38124.43,55198.1,508.1664,638.18048,1067.48404,1545.5468
5311000,"MVOM5",4122594,12.0,14.0,16.0,17.5," https://water.weather.gov/ahps2/hydrograph.php?wfo=mpx&gage=mvom5",4146.16,5794.62,9924.94,14511.36,116.09248,162.24936,277.89832,406.31808
4148500,"FLTM4",13016523,11.0,13.0,15.0,17.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=dtx&gage=fltm4",5051.58,7061.4,9332.25,11850.0,141.44424,197.7192,261.303,331.8
9073400,"APNC2",1327153,4.0,5.0,7.0,9.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=gjt&gage=apnc2",1050.88,1651.31,"","",29.424640000000004,46.23668,"",""
4280450,"GVVN6",10313430,6.0,7.0,8.5,10.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=aly&gage=gvvn6",1555.08,2533.61,4349.14,6548.04,43.54224,70.94108,121.77592000000001,183.34512
4275000,"ASFN6",9527941,6.0,7.0,9.0,11.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=btv&gage=asfn6",4090.99,5637.09,9506.89,14130.58,114.54772,157.83852000000002,266.19292,395.65624
9471550,"SPTA3",15933593,13.0,15.0,17.0,19.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=twc&gage=spta3",16685.36,24974.92,"","",467.19008,699.2977599999999,"",""
9512162,"IDXA3",20481266,5.0,6.0,7.5,13.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=psr&gage=idxa3",4445.83,6040.0,8854.47,"",124.48324,169.12,247.92515999999998,""
6349500,"MENN8",14682302,13.0,15.0,16.0,17.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=bis&gage=menn8",898.54,1320.0,2150.0,6000.0,25.159119999999998,36.96,60.2,168.0
3335500,"LAFI3",10205115,7.0,11.0,18.0,26.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=lafi3",9001.6,17225.0,38584.97,86905.5,252.0448,482.3,1080.37916,2433.3540000000003
2044500,"RAWV2",8725649,8.0,10.0,13.0,16.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=akq&gage=rawv2",3030.54,4444.6,8031.28,12827.46,84.85512,124.44880000000002,224.87584,359.16888
6140500,"HVRM8",12323071,9.0,10.0,15.0,18.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=tfx&gage=hvrm8",4404.54,5171.93,"","",123.32712000000001,144.81404,"",""
2245500,"PNYF1",16662855,10.0,14.5,17.5,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=jax&gage=pnyf1",828.88,2012.29,3695.7,5695.2,23.20864,56.34412,103.47959999999999,159.4656
8279000,"DIXN5",17865320,12.0,13.0,14.0,17.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=dixn5",1246.87,"","","",34.91236,"","",""
8206700,"TNLT2",10671061,12.0,21.0,23.0,26.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=crp&gage=tnlt2",1295.15,5609.16,"","",36.2642,157.05648,"",""
8095400,"CRFT2",5523974,10.0,14.0,16.0,17.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=crft2",6752.85,14207.65,"","",189.0798,397.81419999999997,"",""
9302000,"DURU1",11985487,11.6,13.3,14.8,15.7," https://water.weather.gov/ahps2/hydrograph.php?wfo=gjt&gage=duru1",3858.37,6218.3,"","",108.03435999999999,174.1124,"",""
7140850,"BTTK1",21226763,27.0,30.0,32.0,34.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ddc&gage=bttk1",4900.0,"","","",137.20000000000002,"","",""
8164000,"EDNT2",7842827,20.0,21.0,25.0,28.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=ednt2",5031.35,5837.6,13779.19,28747.07,140.8778,163.45280000000002,385.81732,804.91796
8074000,"BBST2",1440301,17.0,28.0,29.5,32.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=bbst2",7899.25,16940.02,18050.47,19789.65,221.179,474.32056,505.41316000000006,554.1102000000001
6485500,"AKRI4",7226820,14.0,16.0,18.0,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=fsd&gage=akri4",5381.83,7400.0,11358.39,17064.24,150.69124,207.20000000000002,318.03492,477.79872000000006
4172000,"HMGM4",13175065,6.0,6.5,7.0,7.5," https://water.weather.gov/ahps2/hydrograph.php?wfo=dtx&gage=hmgm4",449.83,569.06,707.17,884.38,12.59524,15.933679999999999,19.80076,24.76264
9487000,"BWTA3",15876941,13.0,15.0,16.0,18.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=twc&gage=bwta3",3929.63,7982.94,10725.84,"",110.02964,223.52231999999998,300.32352000000003,""
1317000,"RVRN6",22304429,6.0,7.0,8.0,10.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=aly&gage=rvrn6",2740.0,3680.0,4720.0,7120.0,76.72,103.04,132.16,199.36
3286500,"HIBK2",1827790,26.0,30.0,36.0,39.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lmk&gage=hibk2",62913.37,72967.81,87705.67,95744.7,1761.57436,2043.09868,2455.75876,2680.8516
5482000,"DMOI4",6597748,19.0,23.0,26.0,30.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=dmoi4",14410.08,26721.73,37178.97,52500.0,403.48224,748.20844,1041.01116,1470.0
1570000,"HGSP1",4712048,6.0,8.0,10.0,12.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ctp&gage=hgsp1",3410.81,5923.93,9412.99,14360.31,95.50268,165.87004000000002,263.56372,402.08868
3051000,"BELW2",4351512,12.0,14.0,17.0,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=rlx&gage=belw2",7612.04,10271.77,14800.0,20700.0,213.13712,287.60956000000004,414.40000000000003,579.6
3331753,"WMCI3",18488590,8.0,10.0,11.0,13.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=iwx&gage=wmci3",2139.65,3445.34,4206.96,5930.27,59.9102,96.46952,117.79488,166.04756
2083000,"EFDN7",10510596,16.0,16.0,18.0,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=rah&gage=efdn7",4197.48,4197.48,8299.62,16664.3,117.52944,117.52944,232.38936000000004,466.6004
14310000,"RDLO3",23901097,18.0,22.0,25.0,27.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=mfr&gage=rdlo3",19482.6,26400.78,32039.49,35964.37,545.5128,739.2218399999999,897.10572,1007.0023600000001
7139000,"GCKK1",21251514,9.0,10.0,13.0,16.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ddc&gage=gckk1","","","","","","","",""
8158000,"ACRT2",5781961,25.0,33.0,38.0,42.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=acrt2",16395.5,32516.64,48327.12,66369.54,459.074,910.46592,1353.15936,1858.34712
